codMunRes6,codMunRes,ano,populacao
171360,1713601,2004,4593
171360,1713601,2005,4348
171360,1713601,2006,4196
171360,1713601,2007,6723
171360,1713601,2008,6586
171360,1713601,2009,6723
171360,1713601,2010,6716
171360,1713601,2011,6833
171360,1713601,2012,6946
171360,1713601,2013,7179
171360,1713601,2014,7412
171360,1713601,2015,7535
171360,1713601,2016,7654
171360,1713601,2017,7771
171360,1713601,2018,7827
171370,1713700,2003,1912
171370,1713700,2004,1917
171370,1713700,2005,1936
171370,1713700,2006,1948
171370,1713700,2007,1914
171370,1713700,2008,1911
171370,1713700,2009,1914
171370,1713700,2010,2185
171370,1713700,2011,2112
171370,1713700,2012,2118
171370,1713700,2014,2213
171370,1713700,2015,2231
171370,1713700,2016,2248
171370,1713700,2017,2264
171370,1713700,2018,2263
171380,1713809,2003,5167
171380,1713809,2004,5419
171380,1713809,2005,5731
171380,1713809,2006,5931
171380,1713809,2007,4673
171380,1713809,2008,4672
171380,1713809,2009,4673
171380,1713809,2010,5741
171380,1713809,2011,5826
171380,1713809,2012,5919
171380,1713809,2014,6272
171380,1713809,2015,6362
171380,1713809,2016,6451
171380,1713809,2017,6535
171380,1713809,2018,6571
171395,1713957,2003,2658
171395,1713957,2004,2648
171395,1713957,2005,2636
171395,1713957,2006,2628
171395,1713957,2007,2958
171395,1713957,2008,2935
171395,1713957,2009,2958
171395,1713957,2010,3152
171395,1713957,2011,3188
171395,1713957,2012,3224
171395,1713957,2014,3395
171395,1713957,2015,3433
171395,1713957,2016,3471
171395,1713957,2017,3517
171395,1713957,2018,3514
171420,1714203,2003,9241
171420,1714203,2004,9417
171420,1714203,2005,9627
171420,1714203,2006,9764
171420,1714203,2007,9396
171420,1714203,2008,9355
171420,1714203,2009,9396
171420,1714203,2010,9111
171420,1714203,2011,9111
171420,1714203,2012,9121
171420,1714203,2013,9200
171420,1714203,2014,9279
171420,1714203,2015,9291
171420,1714203,2016,9311
171420,1714203,2017,9312
171420,1714203,2018,9239
171430,1714302,2003,5458
171430,1714302,2004,5594
171430,1714302,2005,5776
171430,1714302,2006,5888
171430,1714302,2007,4596
171430,1714302,2008,4652
171430,1714302,2009,4596
171430,1714302,2010,4386
171430,1714302,2011,4327
171430,1714302,2012,4271
171430,1714302,2014,4239
171430,1714302,2015,4177
171430,1714302,2016,4118
171430,1714302,2017,4161
171430,1714302,2018,3959
171488,1714880,2003,9914
171488,1714880,2004,11148
171488,1714880,2005,11461
171488,1714880,2006,11653
171488,1714880,2007,11974
171488,1714880,2008,11835
171488,1714880,2009,11974
171488,1714880,2010,11686
171488,1714880,2011,11786
171488,1714880,2012,11883
171488,1714880,2014,11418
171488,1714880,2015,11513
171488,1714880,2016,11616
171488,1714880,2017,11715
171488,1714880,2018,11719
171500,1715002,2003,3225
171500,1715002,2004,3241
171500,1715002,2005,3261
171500,1715002,2006,3273
171500,1715002,2007,3956
171500,1715002,2008,3888
171500,1715002,2009,3956
171500,1715002,2010,3771
171500,1715002,2011,3815
171500,1715002,2012,3858
171500,1715002,2013,4012
171500,1715002,2014,4166
171500,1715002,2015,4113
171500,1715002,2016,4159
171500,1715002,2017,4213
171500,1715002,2018,4215
171510,1715101,2003,3241
171510,1715101,2004,3323
171510,1715101,2005,3431
171510,1715101,2006,3498
171510,1715101,2007,3951
171510,1715101,2008,3871
171510,1715101,2009,3951
171510,1715101,2010,3762
171510,1715101,2011,3816
171510,1715101,2012,3869
171510,1715101,2013,3990
171510,1715101,2014,4111
171510,1715101,2015,4158
171510,1715101,2016,4213
171510,1715101,2017,4267
171510,1715101,2018,4287
171515,1715150,2003,2399
171515,1715150,2004,2455
171515,1715150,2005,2528
171515,1715150,2006,2574
171515,1715150,2007,1812
171515,1715150,2008,1848
171515,1715150,2009,1812
171515,1715150,2010,2286
171515,1715150,2011,2287
171515,1715150,2012,2288
171515,1715150,2014,2351
171515,1715150,2015,2351
171515,1715150,2016,2352
171515,1715150,2017,2353
171515,1715150,2018,2332
171525,1715259,2003,2345
171525,1715259,2004,2432
171525,1715259,2005,2546
171525,1715259,2006,2617
171525,1715259,2007,2525
171525,1715259,2008,2492
171525,1715259,2009,2525
171525,1715259,2010,2457
171525,1715259,2011,2481
171525,1715259,2012,2514
171525,1715259,2014,2625
171525,1715259,2015,2651
171525,1715259,2016,2674
171525,1715259,2017,2697
171525,1715259,2018,2698
171550,1715507,2003,992
171550,1715507,2004,1116
171550,1715507,2005,1126
171550,1715507,2006,1139
171550,1715507,2007,1129
171550,1715507,2008,1114
171550,1715507,2009,1129
171550,1715507,2010,1137
171550,1715507,2011,1143
171550,1715507,2012,1149
171550,1715507,2013,1170
171550,1715507,2014,1191
171550,1715507,2015,1198
171550,1715507,2016,1114
171550,1715507,2017,1111
171550,1715507,2018,1116
171570,1715705,2003,3633
171570,1715705,2004,3643
171570,1715705,2005,3656
171570,1715705,2006,3665
171570,1715705,2007,4959
171570,1715705,2008,4837
171570,1715705,2009,4959
171570,1715705,2010,4954
171570,1715705,2011,5157
171570,1715705,2012,5157
171570,1715705,2013,5350
171570,1715705,2014,5543
171570,1715705,2015,5651
171570,1715705,2016,5757
171570,1715705,2017,5859
171570,1715705,2018,5919
171575,1715754,2003,6376
171575,1715754,2004,6168
171575,1715754,2005,5661
171575,1715754,2006,5417
171575,1715754,2007,8492
171575,1715754,2008,8366
171575,1715754,2009,8492
171575,1715754,2010,7339
171575,1715754,2011,7361
171575,1715754,2012,7381
171575,1715754,2013,7502
171575,1715754,2014,7623
171575,1715754,2015,7645
171575,1715754,2016,7666
171575,1715754,2017,7687
171575,1715754,2018,7641
171610,1716109,2003,38711
171610,1716109,2004,39856
171610,1716109,2005,41376
171610,1716109,2006,42319
171610,1716109,2007,42115
171610,1716109,2008,41511
171610,1716109,2009,42115
171610,1716109,2010,44417
171610,1716109,2011,45153
171610,1716109,2012,45669
171610,1716109,2013,47044
171610,1716109,2014,48419
171610,1716109,2015,49176
171610,1716109,2016,49727
171610,1716109,2017,51361
171610,1716109,2018,51612
171620,1716208,2003,11247
171620,1716208,2004,11171
171620,1716208,2005,11171
171620,1716208,2006,11119
171620,1716208,2007,11824
171620,1716208,2008,11794
171620,1716208,2009,11824
171620,1716208,2010,11338
171620,1716208,2011,11332
171620,1716208,2012,11327
171620,1716208,2013,4710
171620,1716208,2014,11579
171620,1716208,2015,11573
171620,1716208,2016,11568
171620,1716208,2017,11562
171620,1716208,2018,11461
171630,1716307,2003,4483
171630,1716307,2004,4548
171630,1716307,2005,4635
171630,1716307,2006,4689
171630,1716307,2007,4964
171630,1716307,2008,4919
171630,1716307,2009,4964
171630,1716307,2010,4588
171630,1716307,2011,4617
171630,1716307,2012,4627
171630,1716307,2013,4710
171630,1716307,2014,4793
171630,1716307,2015,4814
171630,1716307,2016,4834
171630,1716307,2017,4853
171630,1716307,2018,4831
171650,1716505,2003,9123
171650,1716505,2004,9121
171650,1716505,2005,9119
171650,1716505,2006,9117
171650,1716505,2007,11758
171650,1716505,2008,11615
171650,1716505,2009,11758
171650,1716505,2010,11539
171650,1716505,2011,11732
171650,1716505,2012,11919
171650,1716505,2014,12698
171650,1716505,2015,12911
171650,1716505,2016,13197
171650,1716505,2017,13288
171650,1716505,2018,13381
171660,1716604,2003,8727
171660,1716604,2004,8711
171660,1716604,2005,8691
171660,1716604,2006,8677
171660,1716604,2007,9118
171660,1716604,2008,9112
171660,1716604,2009,9118
171660,1716604,2010,11384
171660,1716604,2011,11518
171660,1716604,2012,11629
171660,1716604,2013,11424
171660,1716604,2014,11219
171660,1716604,2015,11341
171660,1716604,2016,11467
171660,1716604,2017,11591
171660,1716604,2018,11623
171665,1716653,2003,4992
171665,1716653,2004,5171
171665,1716653,2005,5417
171665,1716653,2006,5553
171665,1716653,2007,4971
171665,1716653,2008,4941
171665,1716653,2009,4971
171665,1716653,2010,5154
171665,1716653,2011,5191
171665,1716653,2012,5124
171665,1716653,2013,5234
171665,1716653,2014,5344
171665,1716653,2015,5381
171665,1716653,2016,5418
171665,1716653,2017,5453
171665,1716653,2018,5443
171670,1716703,2003,9543
171670,1716703,2004,9628
171670,1716703,2005,9741
171670,1716703,2006,9811
171670,1716703,2007,8961
171670,1716703,2008,9115
171670,1716703,2009,8961
171670,1716703,2010,8611
171670,1716703,2011,8554
171670,1716703,2012,8511
171670,1716703,2013,8546
171670,1716703,2014,8581
171670,1716703,2015,8522
171670,1716703,2016,8465
171670,1716703,2017,8419
171670,1716703,2018,8271
171700,1717008,2003,4614
171700,1717008,2004,4568
171700,1717008,2005,4521
171700,1717008,2006,4491
171700,1717008,2007,4511
171700,1717008,2008,4521
171700,1717008,2009,4511
171700,1717008,2010,4516
171700,1717008,2011,4492
171700,1717008,2012,4479
171700,1717008,2014,4562
171700,1717008,2015,4547
171700,1717008,2016,4534
171700,1717008,2017,4521
171700,1717008,2018,4464
171720,1717206,2003,3217
171720,1717206,2004,3371
171720,1717206,2005,3588
171720,1717206,2006,3724
171720,1717206,2007,3127
171720,1717206,2008,3113
171720,1717206,2009,3127
171720,1717206,2010,2921
171720,1717206,2011,2926
171720,1717206,2012,2933
171720,1717206,2014,3124
171720,1717206,2015,3131
171720,1717206,2016,3138
171720,1717206,2017,3144
171720,1717206,2018,3123
171750,1717503,2003,4942
171750,1717503,2004,4677
171750,1717503,2005,4325
171750,1717503,2006,4116
171750,1717503,2007,6711
171750,1717503,2008,6598
171750,1717503,2009,6711
171750,1717503,2010,6694
171750,1717503,2011,6783
171750,1717503,2012,6869
171750,1717503,2014,7264
171750,1717503,2015,7357
171750,1717503,2016,7447
171750,1717503,2017,7536
171750,1717503,2018,7564
171780,1717800,2003,4438
171780,1717800,2004,4377
171780,1717800,2005,4296
171780,1717800,2006,4247
171780,1717800,2007,4664
171780,1717800,2008,4661
171780,1717800,2009,4664
171780,1717800,2010,4544
171780,1717800,2011,4542
171780,1717800,2012,4541
171780,1717800,2014,4652
171780,1717800,2015,4649
171780,1717800,2016,4647
171780,1717800,2017,4645
171780,1717800,2018,4611
171790,1717909,2003,6146
171790,1717909,2004,6135
171790,1717909,2005,6121
171790,1717909,2006,6111
171790,1717909,2007,6818
171790,1717909,2008,6763
171790,1717909,2009,6818
171790,1717909,2010,7181
171790,1717909,2011,7257
171790,1717909,2012,7333
171790,1717909,2013,2987
171790,1717909,2014,7712
171790,1717909,2015,7793
171790,1717909,2016,7872
171790,1717909,2017,7949
171790,1717909,2018,7961
171800,1718006,2003,2482
171800,1718006,2004,2522
171800,1718006,2005,2575
171800,1718006,2006,2617
171800,1718006,2007,2968
171800,1718006,2008,2917
171800,1718006,2009,2968
171800,1718006,2010,2796
171800,1718006,2011,2827
171800,1718006,2012,2857
171800,1718006,2013,2987
171800,1718006,2014,3117
171800,1718006,2015,3139
171800,1718006,2016,3171
171800,1718006,2017,3112
171800,1718006,2018,3118
171820,1718204,2003,45887
171820,1718204,2004,46285
171820,1718204,2005,46814
171820,1718204,2006,47141
171820,1718204,2007,46722
171820,1718204,2008,46598
171820,1718204,2009,46722
171820,1718204,2010,49146
171820,1718204,2011,49465
171820,1718204,2012,49774
171820,1718204,2013,50810
171820,1718204,2014,51846
171820,1718204,2015,52182
171820,1718204,2016,52511
171820,1718204,2017,52828
171820,1718204,2018,52711
171830,1718303,2003,7519
171830,1718303,2004,7832
171830,1718303,2005,8261
171830,1718303,2006,8528
171830,1718303,2007,7311
171830,1718303,2008,7267
171830,1718303,2009,7311
171830,1718303,2010,7659
171830,1718303,2011,7726
171830,1718303,2012,7792
171830,1718303,2013,7975
171830,1718303,2014,8158
171830,1718303,2015,8229
171830,1718303,2016,8298
171830,1718303,2017,8365
171830,1718303,2018,8365
171840,1718402,2003,3818
171840,1718402,2004,3844
171840,1718402,2005,3878
171840,1718402,2006,3899
171840,1718402,2007,3784
171840,1718402,2008,3785
171840,1718402,2009,3784
171840,1718402,2010,3681
171840,1718402,2011,3675
171840,1718402,2012,3671
171840,1718402,2013,3711
171840,1718402,2014,3751
171840,1718402,2015,3744
171840,1718402,2016,3738
171840,1718402,2017,3733
171840,1718402,2018,3692
171845,1718451,2003,2272
171845,1718451,2004,2398
171845,1718451,2005,2565
171845,1718451,2006,2669
171845,1718451,2007,2252
171845,1718451,2008,2231
171845,1718451,2009,2252
171845,1718451,2010,2369
171845,1718451,2011,2398
171845,1718451,2012,2427
171845,1718451,2013,2494
171845,1718451,2014,2561
171845,1718451,2015,2591
171845,1718451,2016,2621
171845,1718451,2017,2651
171845,1718451,2018,2659
171850,1718501,2003,3454
171850,1718501,2004,3594
171850,1718501,2005,3781
171850,1718501,2006,3896
171850,1718501,2007,3839
171850,1718501,2008,3777
171850,1718501,2009,3839
171850,1718501,2010,3768
171850,1718501,2011,3816
171850,1718501,2012,3864
171850,1718501,2014,4181
171850,1718501,2015,4132
171850,1718501,2016,4182
171850,1718501,2017,4231
171850,1718501,2018,4244
171855,1718550,2003,3713
171855,1718550,2004,3718
171855,1718550,2005,3737
171855,1718550,2006,3749
171855,1718550,2007,3818
171855,1718550,2008,3798
171855,1718550,2009,3818
171855,1718550,2010,4191
171855,1718550,2011,4231
171855,1718550,2012,4271
171855,1718550,2014,4478
171855,1718550,2015,4521
171855,1718550,2016,4561
171855,1718550,2017,4611
171855,1718550,2018,4614
171865,1718659,2003,1332
171865,1718659,2004,1395
171865,1718659,2005,1479
171865,1718659,2006,1531
171865,1718659,2007,1531
171865,1718659,2008,1499
171865,1718659,2009,1531
171865,1718659,2010,1714
171865,1718659,2011,1754
171865,1718659,2012,1794
171865,1718659,2013,1866
171865,1718659,2014,1938
171865,1718659,2015,1981
171865,1718659,2016,2121
171865,1718659,2017,2161
171865,1718659,2018,2188
171870,1718709,2003,2514
171870,1718709,2004,2618
171870,1718709,2005,2747
171870,1718709,2006,2833
171870,1718709,2007,2136
171870,1718709,2008,2151
171870,1718709,2009,2136
171870,1718709,2010,2571
171870,1718709,2011,2593
171870,1718709,2012,2616
171870,1718709,2014,2741
171870,1718709,2015,2764
171870,1718709,2016,2787
171870,1718709,2017,2811
171870,1718709,2018,2811
171875,1718758,2003,5811
171875,1718758,2004,5686
171875,1718758,2005,5522
171875,1718758,2006,5421
171875,1718758,2007,6366
171875,1718758,2008,6345
171875,1718758,2009,6366
171875,1718758,2010,6254
171875,1718758,2011,6267
171875,1718758,2012,6279
171875,1718758,2013,4227
171875,1718758,2014,6473
171875,1718758,2015,6486
171875,1718758,2016,6511
171875,1718758,2017,6512
171875,1718758,2018,6468
171880,1718808,2003,2654
171880,1718808,2004,2589
171880,1718808,2005,2512
171880,1718808,2006,2448
171880,1718808,2007,3886
171880,1718808,2008,3788
171880,1718808,2009,3886
171880,1718808,2010,3864
171880,1718808,2011,3946
171880,1718808,2012,4125
171880,1718808,2013,4227
171880,1718808,2014,4329
171880,1718808,2015,4415
171880,1718808,2016,4498
171880,1718808,2017,4579
171880,1718808,2018,4627
171884,1718840,2003,3486
171884,1718840,2004,3554
171884,1718840,2005,3645
171884,1718840,2006,3712
171884,1718840,2007,3562
171884,1718840,2008,3543
171884,1718840,2009,3562
171884,1718840,2010,3326
171884,1718840,2011,3326
171884,1718840,2012,3326
171884,1718840,2014,3411
171884,1718840,2015,3411
171884,1718840,2016,3411
171884,1718840,2017,3411
171884,1718840,2018,3378
171886,1718865,2003,6117
171886,1718865,2004,6387
171886,1718865,2005,6747
171886,1718865,2006,6971
171886,1718865,2007,5795
171886,1718865,2008,5773
171886,1718865,2009,5795
171886,1718865,2010,6599
171886,1718865,2011,6683
171886,1718865,2012,6764
171886,1718865,2013,6954
171886,1718865,2014,7144
171886,1718865,2015,7232
171886,1718865,2016,7318
171886,1718865,2017,7412
171886,1718865,2018,7426
171888,1718881,2003,2325
171888,1718881,2004,2369
171888,1718881,2005,2427
171888,1718881,2006,2463
171888,1718881,2007,2817
171888,1718881,2008,2755
171888,1718881,2009,2817
171888,1718881,2010,2894
171888,1718881,2011,2945
171888,1718881,2012,2995
171888,1718881,2014,3198
171888,1718881,2015,3252
171888,1718881,2016,3315
171888,1718881,2017,3356
171888,1718881,2018,3381
171889,1718899,2003,1888
171889,1718899,2004,1914
171889,1718899,2005,1926
171889,1718899,2006,1939
171889,1718899,2007,2377
171889,1718899,2008,2331
171889,1718899,2009,2377
171889,1718899,2010,2128
171889,1718899,2011,2149
171889,1718899,2012,2171
171889,1718899,2014,2278
171889,1718899,2015,2311
171889,1718899,2016,2322
171889,1718899,2017,2343
171889,1718899,2018,2344
171890,1718907,2003,4468
171890,1718907,2004,4536
171890,1718907,2005,4625
171890,1718907,2006,4681
171890,1718907,2007,4565
171890,1718907,2008,4545
171890,1718907,2009,4565
171890,1718907,2010,4568
171890,1718907,2011,4587
171890,1718907,2012,4617
171890,1718907,2013,4695
171890,1718907,2014,4773
171890,1718907,2015,4794
171890,1718907,2016,4814
171890,1718907,2017,4833
171890,1718907,2018,4811
171900,1719004,2003,2243
171900,1719004,2004,2311
171900,1719004,2005,2377
171900,1719004,2006,2424
171900,1719004,2007,2391
171900,1719004,2008,2366
171900,1719004,2009,2391
171900,1719004,2010,2523
171900,1719004,2011,2554
171900,1719004,2012,2585
171900,1719004,2013,2657
171900,1719004,2014,2729
171900,1719004,2015,2762
171900,1719004,2016,2794
171900,1719004,2017,2825
171900,1719004,2018,2834
172000,1720002,2003,2619
172000,1720002,2004,2691
172000,1720002,2005,2788
172000,1720002,2006,2847
172000,1720002,2007,2343
172000,1720002,2008,2356
172000,1720002,2009,2343
172000,1720002,2010,2474
172000,1720002,2011,2475
172000,1720002,2012,2477
172000,1720002,2013,2511
172000,1720002,2014,2545
172000,1720002,2015,2547
172000,1720002,2016,2548
172000,1720002,2017,2551
172000,1720002,2018,2528
172010,1720101,2003,3384
172010,1720101,2004,3227
172010,1720101,2005,3118
172010,1720101,2006,2889
172010,1720101,2007,4666
172010,1720101,2008,4583
172010,1720101,2009,4666
172010,1720101,2010,4618
172010,1720101,2011,4675
172010,1720101,2012,4741
172010,1720101,2014,5126
172010,1720101,2015,5196
172010,1720101,2016,5164
172010,1720101,2017,5231
172010,1720101,2018,5256
172015,1720150,2003,1415
172015,1720150,2004,1465
172015,1720150,2005,1545
172015,1720150,2006,1595
172015,1720150,2007,1468
172015,1720150,2008,1451
172015,1720150,2009,1468
172015,1720150,2010,1437
172015,1720150,2011,1451
172015,1720150,2012,1463
172015,1720150,2014,1532
172015,1720150,2015,1545
172015,1720150,2016,1559
172015,1720150,2017,1571
172015,1720150,2018,1572
172020,1720200,2003,8956
172020,1720200,2004,9164
172020,1720200,2005,9441
172020,1720200,2006,9613
172020,1720200,2007,11737
172020,1720200,2008,11536
172020,1720200,2009,11737
172020,1720200,2010,11481
172020,1720200,2011,11634
172020,1720200,2012,11783
172020,1720200,2014,11436
172020,1720200,2015,11597
172020,1720200,2016,11754
172020,1720200,2017,11916
172020,1720200,2018,11967
172025,1720259,2003,2783
172025,1720259,2004,2812
172025,1720259,2005,2828
172025,1720259,2006,2843
172025,1720259,2007,3136
172025,1720259,2008,3112
172025,1720259,2009,3136
172025,1720259,2010,2911
172025,1720259,2011,2923
172025,1720259,2012,2936
172025,1720259,2013,3040
172025,1720259,2014,3144
172025,1720259,2015,3158
172025,1720259,2016,3171
172025,1720259,2017,3184
172025,1720259,2018,3171
172030,1720309,2003,4131
172030,1720309,2004,4191
172030,1720309,2005,4413
172030,1720309,2006,4534
172030,1720309,2007,4441
172030,1720309,2008,4373
172030,1720309,2009,4441
172030,1720309,2010,4283
172030,1720309,2011,4331
172030,1720309,2012,4376
172030,1720309,2013,4495
172030,1720309,2014,4614
172030,1720309,2015,4654
172030,1720309,2016,4712
172030,1720309,2017,4749
172030,1720309,2018,4757
172049,1720499,2003,5487
172049,1720499,2004,5679
172049,1720499,2005,5934
172049,1720499,2006,6192
172049,1720499,2007,5117
172049,1720499,2008,5124
172049,1720499,2009,5117
172049,1720499,2010,4383
172049,1720499,2011,4331
172049,1720499,2012,4282
172049,1720499,2014,4267
172049,1720499,2015,4214
172049,1720499,2016,4161
172049,1720499,2017,4111
172049,1720499,2018,4117
172065,1720655,2003,4371
172065,1720655,2004,4212
172065,1720655,2005,4113
172065,1720655,2006,3873
172065,1720655,2007,5299
172065,1720655,2008,5251
172065,1720655,2009,5299
172065,1720655,2010,5168
172065,1720655,2011,5194
172065,1720655,2012,5121
172065,1720655,2014,5318
172065,1720655,2015,5345
172065,1720655,2016,5372
172065,1720655,2017,5399
172065,1720655,2018,5378
172080,1720804,2003,11212
172080,1720804,2004,11534
172080,1720804,2005,11961
172080,1720804,2006,11225
172080,1720804,2007,9568
172080,1720804,2008,9568
172080,1720804,2009,9568
172080,1720804,2010,9148
172080,1720804,2011,9122
172080,1720804,2012,9197
172080,1720804,2013,9234
172080,1720804,2014,9271
172080,1720804,2015,9243
172080,1720804,2016,9217
172080,1720804,2017,9192
172080,1720804,2018,9178
172085,1720853,2003,1376
172085,1720853,2004,1331
172085,1720853,2005,1272
172085,1720853,2006,1236
172085,1720853,2007,1741
172085,1720853,2008,1718
172085,1720853,2009,1741
172085,1720853,2010,1742
172085,1720853,2011,1762
172085,1720853,2012,1783
172085,1720853,2014,1878
172085,1720853,2015,1911
172085,1720853,2016,1921
172085,1720853,2017,1941
172085,1720853,2018,1946
172090,1720903,2003,13714
172090,1720903,2004,13956
172090,1720903,2005,14278
172090,1720903,2006,14477
172090,1720903,2007,14655
172090,1720903,2008,14528
172090,1720903,2009,14655
172090,1720903,2010,15151
172090,1720903,2011,15195
172090,1720903,2012,15336
172090,1720903,2013,15761
172090,1720903,2014,16186
172090,1720903,2015,16238
172090,1720903,2016,16386
172090,1720903,2017,16531
172090,1720903,2018,16538
172093,1720937,2003,1569
172093,1720937,2004,1516
172093,1720937,2005,1421
172093,1720937,2006,1369
172093,1720937,2007,1999
172093,1720937,2008,1974
172093,1720937,2009,1999
172093,1720937,2010,1945
172093,1720937,2011,1963
172093,1720937,2012,1981
172093,1720937,2013,2078
172093,1720937,2014,2175
172093,1720937,2015,2194
172093,1720937,2016,2112
172093,1720937,2017,2131
172093,1720937,2018,2131
172097,1720978,2003,2515
172097,1720978,2004,2619
172097,1720978,2005,2732
172097,1720978,2006,2819
172097,1720978,2007,2663
172097,1720978,2008,2632
172097,1720978,2009,2663
172097,1720978,2010,2562
172097,1720978,2011,2582
172097,1720978,2012,2611
172097,1720978,2013,16726
172097,1720978,2014,2716
172097,1720978,2015,2737
172097,1720978,2016,2757
172097,1720978,2017,2777
172097,1720978,2018,2773
172100,1721000,2003,172176
172100,1721000,2004,187639
172100,1721000,2005,218165
172100,1721000,2006,221889
172100,1721000,2007,188645
172100,1721000,2008,184111
172100,1721000,2009,188645
172100,1721000,2010,228332
172100,1721000,2011,235315
172100,1721000,2012,242171
172100,1721000,2013,16726
172100,1721000,2014,265419
172100,1721000,2015,272726
172100,1721000,2016,279856
172100,1721000,2017,286787
172100,1721000,2018,291855
172110,1721109,2003,5846
172110,1721109,2004,5872
172110,1721109,2005,5916
172110,1721109,2006,5927
172110,1721109,2007,6971
172110,1721109,2008,6866
172110,1721109,2009,6971
172110,1721109,2010,6736
172110,1721109,2011,6819
172110,1721109,2012,6881
172110,1721109,2013,5767
172110,1721109,2014,7236
172110,1721109,2015,7313
172110,1721109,2016,7387
172110,1721109,2017,7461
172110,1721109,2018,7471
172120,1721208,2003,24535
172120,1721208,2004,25316
172120,1721208,2005,26352
172120,1721208,2006,26994
172120,1721208,2007,21826
172120,1721208,2008,21932
172120,1721208,2009,21826
172120,1721208,2010,22619
172120,1721208,2011,22617
172120,1721208,2012,22596
172120,1721208,2013,11413
172120,1721208,2014,23153
172120,1721208,2015,23141
172120,1721208,2016,23131
172120,1721208,2017,23119
172120,1721208,2018,22896
172125,1721257,2003,1234
172125,1721257,2004,1259
172125,1721257,2005,1291
172125,1721257,2006,1311
172125,1721257,2007,1474
172125,1721257,2008,1448
172125,1721257,2009,1474
172125,1721257,2010,1574
172125,1721257,2011,1614
172125,1721257,2012,1634
172125,1721257,2014,1751
172125,1721257,2015,1782
172125,1721257,2016,1813
172125,1721257,2017,1843
172125,1721257,2018,1861
172130,1721307,2003,1419
172130,1721307,2004,1429
172130,1721307,2005,1455
172130,1721307,2006,1471
172130,1721307,2007,2143
172130,1721307,2008,2172
172130,1721307,2009,2143
172130,1721307,2010,2197
172130,1721307,2011,2153
172130,1721307,2012,2218
172130,1721307,2014,2412
172130,1721307,2015,2461
172130,1721307,2016,2518
172130,1721307,2017,2574
172130,1721307,2018,2613
172208,1722081,2003,11585
172208,1722081,2004,11724
172208,1722081,2005,11918
172208,1722081,2006,11122
172208,1722081,2007,9493
172208,1722081,2008,9574
172208,1722081,2009,9493
172208,1722081,2010,11981
172208,1722081,2011,11135
172208,1722081,2012,11188
172208,1722081,2013,9052
172208,1722081,2014,11519
172208,1722081,2015,11566
172208,1722081,2016,11622
172208,1722081,2017,11677
172208,1722081,2018,11631
172210,1722107,2003,12134
172210,1722107,2004,12345
172210,1722107,2005,12626
172210,1722107,2006,12799
172210,1722107,2007,11199
172210,1722107,2008,11161
172210,1722107,2009,11199
172210,1722107,2010,11484
172210,1722107,2011,11471
172210,1722107,2012,11458
172210,1722107,2014,11722
172210,1722107,2015,11719
172210,1722107,2016,11695
172210,1722107,2017,11683
172210,1722107,2018,11561
210005,2100055,2003,95838
210005,2100055,2004,111841
210005,2100055,2005,113619
210005,2100055,2006,116357
210005,2100055,2007,111131
210005,2100055,2008,111117
210005,2100055,2009,111131
210005,2100055,2010,114147
210005,2100055,2011,115254
210005,2100055,2012,116422
210005,2100055,2014,118765
210005,2100055,2015,119685
210005,2100055,2016,111543
210005,2100055,2017,111339
210005,2100055,2018,111757
210010,2100105,2003,4711
210010,2100105,2004,4731
210010,2100105,2005,4743
210010,2100105,2006,4754
210010,2100105,2007,5948
210010,2100105,2008,5834
210010,2100105,2009,5948
210010,2100105,2010,5915
210010,2100105,2011,5999
210010,2100105,2012,6191
210010,2100105,2014,6277
210010,2100105,2015,6351
210010,2100105,2016,6421
210010,2100105,2017,6486
210010,2100105,2018,6469
210015,2100154,2003,9754
210015,2100154,2004,9788
210015,2100154,2005,9817
210015,2100154,2006,9826
210015,2100154,2007,12461
210015,2100154,2008,12213
210015,2100154,2009,12461
210015,2100154,2010,11581
210015,2100154,2011,11725
210015,2100154,2012,11865
210015,2100154,2014,12146
210015,2100154,2015,12257
210015,2100154,2016,12361
210015,2100154,2017,12457
210015,2100154,2018,12488
210020,2100204,2003,21816
210020,2100204,2004,22165
210020,2100204,2005,22359
210020,2100204,2006,22551
210020,2100204,2007,22121
210020,2100204,2008,21969
210020,2100204,2009,22121
210020,2100204,2010,21851
210020,2100204,2011,21894
210020,2100204,2012,21615
210020,2100204,2014,21652
210020,2100204,2015,21659
210020,2100204,2016,21667
210020,2100204,2017,21673
210020,2100204,2018,22183
210030,2100303,2003,18614
210030,2100303,2004,18471
210030,2100303,2005,18393
210030,2100303,2006,18315
210030,2100303,2007,22667
210030,2100303,2008,22328
210030,2100303,2009,22667
210030,2100303,2010,23952
210030,2100303,2011,24345
210030,2100303,2012,24726
210030,2100303,2014,25519
210030,2100303,2015,25823
210030,2100303,2016,26115
210030,2100303,2017,26387
210030,2100303,2018,26312
210040,2100402,2003,6269
210040,2100402,2004,6488
210040,2100402,2005,6619
210040,2100402,2006,6731
210040,2100402,2007,7771
210040,2100402,2008,7617
210040,2100402,2009,7771
210040,2100402,2010,11163
210040,2100402,2011,11224
210040,2100402,2012,11381
210040,2100402,2013,11540
210040,2100402,2014,11699
210040,2100402,2015,11616
210040,2100402,2016,11211
210040,2100402,2017,8171
210040,2100402,2018,8166
210043,2100436,2003,21812
210043,2100436,2004,22911
210043,2100436,2005,23518
210043,2100436,2006,24121
